Word	Tag
which	
gave	
us	
the	
possibility	
to	
try	
a	
conservative	
approach	
.	
A	
5	
years	
old	
boy	
with	
unremarkable	
previous	
medical	
history	
was	
transferred	
to	
our	
center,	
from	
another	
hospital,	
for	
the	
management	
of	
a	
blunt	
abdominal	
trauma	
.	
He	
was	
the	
victim	
of	
an	
accidental	
bicycle	
crush,	
in	
which	
he	
got	
a	
head	
trauma	
and	
the	
handlebars	
hit	
his	
epigastrium	
.	
He	
was	
admitted	
to	
another	
facility	
2	
days	
before	
admission	
.	
A	
brain	
CT	
scan	
was	
done	
and	
no	
abnormalities	
were	
detected	
.	
Ultrasound	
of	
the	
abdomen	
and	
pelvis	
showed	
the	
presence	
of	
free	
peritoneal	
ﬂuid,	
and	
an	
abdominal	
CT	
scan	
demonstrated	
a	
distended	
gallbladder	
containing	
low-density	
material	
of	
mixed	
signal	
intensity	
consistent	
with	
blood	
between	
the	
internal	
and	
external	
wall	
.	
A	
laparotomy	
was	
proposed	
.	
The	
parents	
refused	
to	
give	
consent	
to	
the	
proposed	
procedure	
and	
he	
was	
transferred	
to	
our	
hospital	
for	
further	
management	
.	
At	
his	
arrival	
to	
our	
department,	
the	
child	
was	
suffering	
from	
diffuse	
abdominal	
pain	
and	
vomiting,	
without	
any	
localized	
tenderness	
on	
physical	
exam	
or	
abdominal	
distention	
.	
He	
was	
having	
normal	
bowel	
movement,	
was	
hemodynamically	
stable	
and	
afebrile	
.	
His	
laboratory	
tests	
showed	
the	
absence	
of	
anemia	
(Hb	
12	
0.1	
g/dL,	
Hct	
37%)	
or	
any	
signiﬁcant	
elevation	
of	
his	
liver	
and	
pancreatic	
function	
tests	
(ALT	
47	
U/L,	
AST	
37	
U/L,	
direct	
bilirubin	
0	
0.4	
mg/dL,	
indirect	
bilirubin	
0	
0.9	
mg/dL,	
amylase	
34	
U/L,	
lipase	
9	
U/L,	
ALP	
135	
U/L,	
GGT	
16	
U/L,	
normal	
PT	
and	
PTT)	
.	
Amoxicillin/clavulanic	
acid	
(100	
mg/kg/day)	
was	
started	
IV	
(WBC	
16	
.400/μL,	
N	
86	
.1%,	
L	
4	
.8%,	
M	
8	
.6%,	
E	
0%,	
B	
0	
.3%,	
C	
reactive	
protein	
15	
mg/L,	
procalcitonin	
1	
0.21	
ng/mL)	
.	
Repeat	
abdominal	
ultrasound	
and	
CT	
scan	
conﬁrmed	
the	
presence	
of	
a	
dilated	
gallbladder	
with	
echogenic	
sludge	
and	
a	
peritoneal	
ﬂuid	
around	
the	
gallbladder	
and	
in	
the	
Douglas	
space	
.	
MRI	
cholangiography	
showed	
the	
above	
ﬁndings	
without	
apparent	
perforation	
of	
the	
gallbladder	
.	
To	
rule	
out	
a	
gallbladder	
laceration,	
laparotomy	
and	
cholecystectomy	
were	
proposed	
.	
For	
the	
second	
time	
the	
parents	
refused	
the	
operation	
.	
Since	
the	
patient	
was	
clinically	
stable,	
we	
elected	
to	
observe	
him	
in	
hospital	
.	
On	
day	
6	
post	
trauma,	
the	
child	
was	
still	
complaining	
of	
diffuse	
abdominal	
pain	
.	
An	
echo-guided	
abdominal	
needle	
aspiration	
of	
the	
peritoneal	
ﬂuid	
showed	
the	
presence	
of	
bile	
in	
the	
abdomen,	
which	
conﬁrmed	
the	
suspicion	
of	
gallbladder	
perforation	
.	
Abdominal	
laparotomy	
was	
performed	
then,	
and	
revealed	
a	
2	
cm	
perforation	
of	
the	
posterior	
wall	
of	
the	
gallbladder	
with	
necrotic	
edges	
plugged	
by	
the	
liver	
.	
A	
cholecystectomy	
in	
addition	
to	
a	
peritoneal	
cavity	
lavage	
was	
performed	
.	
He	
was	
discharged	
on	
day	
3	
post	
surgery	
without	
complications	
.	
A	
29	
years	
old	
male	
patient	
presented	
with	
severe	
abdominal	
pain	
and	
distention	
as	
a	
result	
of	
blunt	
abdominal	
trauma	
sustained	
in	
a	
motor	
vehicle	
accident	
2	
h	
previously	
.	
At	
presentation,	
the	
patient	
was	
fully	
conscious,	
normotensive	
with	
a	
pulse	
rate	
of	
112/min	
.	
The	
haemoglobin	
was	
13	
0.6	
g/dL	
.	
Multiple	
bruises	
and	
abrasions	
were	
evident	
over	
the	
anterior	
chest	
and	
epigastrium	
.	
The	
abdomen	
was	
distended	
and	
peritonitic	
.	
The	
patient	
was	
also	
tender	
over	
the	
left	
lower	
anterior	
chest	
wall;	
air	
entry	
was	
normal	
.	
Radiological	
investigations	
revealed	
a	
pneumoperitoneum	
and	
fractures	
involving	
ribs	
10,	
11	
and	
12	
along	
the	
left	
anterior	
chest	
wall	
.	
At	
laparotomy	
serosanguinous	
ﬂuid	
with	
undigested	
food	
particles	
was	
noted	
.	
A	
full	
thickness	
anterior	
gastric	
perforation	
measuring	
5	
cm	
extended	
proximally	
from	
the	
pylorus	
along	
the	
longitudinal	
gastric	
axis	
(Fig	
.	
1)	
.	
This	
was	
classiﬁed	
as	
a	
Grade	
II	
gastric	
injury	
(Table	
1)	
[4]	
.	
Haematomas	
were	
noted	
over	
the	
transverse	
colon,	
jejunum	
and	
ileum	
and	
were	
managed	
conservatively	
.	
The	
gastric	
perforation	
was	
repaired	
in	
a	
standard	
fashion	
.	
The	
patient	
made	
an	
unremarkable	
and	
was	
discharged	
on	
the	
7th	
post-operative	
day	
.	
The	
patient	
sustained	
a	
shrapnel	
injury	
in	
a	
local	
armed	
conﬂict	
in	
Eastern	
Ukraine	
as	
a	
result	
of	
mortaring	
120-mm	
mines	
.	
First	
aid	
was	
provided	
in	
a	
military	
ﬁeld	
hospital	
.	
The	
patient's	
condition	
was	
severe	
at	
admission,	
with	
a	
Glasgow	
Coma	
Scale	
score	
of	
11	
.	
The	
pupils	
were	
equal	
and	
reactive	
to	
light	
.	
The	
patient	
was	
breathing	
spontaneously,	
with	
a	
respiratory	
rate	
of	
19	
cycles/min	
.	
Vesicular	
breathing	
was	
heard	
in	
the	
upper	
lung	
ﬁeld,	
which	
was	
attenuated	
at	
the	
left	
lung	
apex	
.	
Heart	
sounds	
were	
rhythmical	
and	
muﬄed	
.	
The	
patient	
had	
a	
blood	
pressure	
of	
80/60	
mm	
Hg,	
and	
heart	
rate	
of	
96	
bpm	
.	
A	
round-shaped	
injury,	
with	
approximately	
1-cm	
diameter,	
with	
irregular	
edges	
in	
the	
left	
temporal	
region	
and	
moderate	
bleeding,	
was	
found	
.	
Multiple	
irregular-shaped	
injuries,	
with	
0	
.5-cm	
to	
2-cm	
diameter,	
were	
found	
on	
the	
left	
anterolateral	
chest	
surface	
.	
Aseptic	
bandages	
were	
applied,	
and	
vital	
functions	
were	
stabilised	
.	
The	
patient	
was	
transferred	
to	
a	
regional	
clinical	
hospital	
by	
helicopter	
.	
Brain	
SCT	
showed	
a	
penetrating,	
non-perforating	
skull	
and	
brain	
injury,	
with	
entrance	
hole	
in	
the	
squamous	
part	
of	
the	
left	
temporal	
bone	
.	
Areas	
of	
increased	
density	
of	
brain	
parenchyma	
were	
seen	
in	
the	
temporal	
lobe,	
along	
the	
injury	
canal,	
represented	
by	
brain	
contusion	
and	
crush	
injury	
foci	
with	
haemorrhages	
(Fig	
.	
1)	
.	
Chest	
SCT	
showed	
reduced	
volume	
of	
the	
left	
lung	
.	
Wedge-shaped	
thickening	
of	
the	
parenchyma	
of	
the	
superior	
lobe	
of	
the	
left	
lung,	
with	
a	
wide	
base	
facing	
pericostal	
pleura,	
could	
be	
seen	
(Fig	
.	
2)	
.	
The	
patient	
had	
a	
penetrating	
multifragmental	
craniocerebral	
injury	
with	
three	
foreign	
bodies	
of	
metallic	
density	
and	
small	
bone	
fragments	
in	
temporal	
lobe	
parenchyma	
(left	
side),	
and	
focal	
temporal	
lobe	
contusions	
and	
intracerebral	
haematomas	
(left	
side)	
.	
Penetrating	
heart	
injury	
with	
a	
foreign	
body	
in	
the	
myocardium,	
left	
lung	
contusion	
and	
left-sided	
haemopneumothorax	
were	
found	
.	
Left	
thoracotomy	
was	
initially	
performed	
after	
the	
SCT	
and	
diagnosis	
.	
Left	
ventricle	
injury	
was	
sutured	
.	
The	
superior	
lobe	
of	
the	
left	
lung	
was	
subjected	
to	
atypical	
resection	
.	
The	
pleural	
cavity	
was	
drained	
.	
During	
the	
surgery,	
a	
penetrating	
injury	
was	
detected	
on	
the	
posterolateral	
wall	
of	
the	
left	
ventricle,	
with	
a	
5	
×	
5-mm	
hole	
.	
The	
hole	
was	
sewn	
with	
a	
U-shaped	
seam	
on	
a	
Teﬂon	
gasket	
.	
The	
latter	
was	
resected	
instrumentally	
considering	
the	
perforated	
injury	
canal	
with	
a	
haematoma	
in	
the	
V	
lung	
segment	
.	
No	
metal	
fragment	
was	
found	
in	
the	
pericardium	
or	
pleural	
cavity	
during	
the	
surgery	
.	
Surgical	
treatment	
of	
penetrating	
gunshot	
craniocerebral	
injury	
was	
performed	
after	
vital	
function	
stabilisation	
.	
Intracerebral	
left	
temporal	
lobe	
haematoma,	
one	
metal	
fragment	
and	
small	
bone	
fragments	
were	
removed	
.	
Damage	
to	
the	
MCA	
branches	
and	
intensive	
bleeding	
from	
the	
left	
MCA	
branches	
were	
detected	
.	
Temporary	
MCA	
clipping	
and	
haemostasis	
were	
performed	
using	
bipolar	
coagulation	
and	
Surgicel	
.	
No	
bleeding	
was	
noted	
after	
temporary	
clip	
removal	
.	
The	
left	
temporal	
and	
frontal	
bones	
(less	
than	
9	
×	
10	
cm)	
were	
resected,	
and	
duraplasty	
was	
performed	
using	
autogenous	
tissues	
.	
The	
following	
day	
after	
the	
surgery,	
the	
follow-up	
brain	
SCT	
showed	
brain	
matter	
prolapse	
to	
the	
craniotomy	
bone	
defect,	
air	
along	
the	
injury	
channel	
and	
two	
foreign	
bodies	
of	
metallic	
density	
at	
the	
end	
of	
the	
injury	
channel	
(Fig	
.	
3)	
.	
A	
follow-up	
echocardiography	
showed	
a	
foreign	
body	
(projectile	
fragment)	
penetrating	
into	
the	
depth	
of	
the	
left	
ventricle	
wall	
(basal	
areas	
under	
the	
base	
of	
posterior	
mitral	
leaﬂet)	
without	
traumatic	
damage	
to	
mitral	
leaﬂet	
structures	
.	
Myocardial	
contractility	
was	
preserved	
(Fig	
.	
4)	
.	
A	
follow-up	
electrocardiography	
showed	
subendocardial	
hypoxia	
and	
microfocal	
myocardial	
changes	
.	
Due	
to	
the	
changes	
revealed	
by	
electrocardiogram	
and	
echocardiography,	
the	
patient	
was	
transported	
to	
Amosov	
National	
Institute	
of	
Cardiovascular	
Surgery,	
Kyiv,	
Ukraine,	
for	
further	
treatment	
.	
The	
patient	
underwent	
surgery	
to	
remove	
the	
foreign	
body	
from	
the	
left	
ventricle's	
myocardium	
.	
Sternotomy	
was	
performed	
during	
the	
surgery,	
and	
the	
pericardium	
was	
opened	
.	
A	
CPB	
pump	
was	
connected	
.	
Right	
and	
partial	
left	
atriotomies	
were	
performed	
.	
A	
metal	
fragment	
was	
found	
and	
removed	
from	
under	
the	
posterior	
wall	
of	
the	
left	
ventricle	
.	
The	
left	
ventricle	
cavity	
was	
revised	
.	
Air	
embolism	
was	
prevented,	
and	
the	
cardiac	
chambers	
were	
sealed	
.	
Subsequently,	
heart	
function	
was	
restored	
.	
Haemostasis	
was	
performed	
.	
The	
pericardium	
and	
anterior	
mediastinum	
were	
drained	
.	
No	
complications	
were	
detected	
in	
the	
postoperative	
period	
.	
The	
patient	
was	
transported	
to	
a	
military	
hospital	
for	
further	
rehabilitation	
after	
8	
days	
.	
A	
follow-up	
brain	
SCT	
was	
performed	
3	
months	
after	
the	
injury	
.	
In	
a	
non-contrast	
study,	
a	
1	
0.5	
×	
1-cm	
hyperdense	
focus	
was	
found	
in	
the	
left	
temporal	
lobe	
in	
the	
burr	
hole	
.	
Given	
the	
shape,	
location	
and	
connection	
with	
the	
MCA,	
a	
pseudoaneurysm	
of	
the	
M2	
segment	
of	
the	
left	
MCA	
was	
suspected	
(Fig	
.	
5)	
.	
Selective	
cerebral	
angiography	
conﬁrmed	
dissectional	
aneurysm	
of	
the	
M2	
segment	
of	
the	
left	
MCA,	
with	
three	
MCA	
branches	
outgoing	
from	
the	
aneurysm	
to	
the	
temporal	
lobe,	
gross	
stenosis	
of	
M2	
segment	
before	
the	
aneurysm	
(Fig	
.	
6)	
.	
The	
patient	
underwent	
X-ray	
endovascular	
deconstructive	
exclusion	
of	
dissected	
M2	
aneurysm	
(temporal	
branch	
of	
the	
left	
MCA)	
with	
detachable	
microcoils	
.	
During	
temporary	
M2	
segment	
occlusion,	
the	
MCA	
branches	
supplying	
the	
left	
temporal	
lobe	
were	
retrogradely	
contrasted	
from	
the	
vertebral	
artery	
through	
cortical	
collaterals	
.	
The	
MCA	
branch	
supplying	
the	
superior	
sections	
of	
the	
left	
temporal	
lobe	
was	
retrogradely	
contrasted	
from	
the	
left	
internal	
carotid	
artery	
through	
collaterals	
from	
the	
parietal	
MCA	
branches	
.	
The	
patient	
underwent	
MoCA	
with	
a	
4-min	
interval	
.	
The	
results	
were	
not	
worse	
than	
those	
during	
the	
preoperative	
tests	
.	
Endovascular	
stationary	
aneurysm	
occlusion	
was	
performed	
with	
aneurysm-bearing	
M2	
branch	
of	
the	
left	
MCA	
.	
Detachable	
microcoils,	
GDC	
Ultrasoft	
2	
mm	
×	
6	
cm	
and	
MicroPlex	
Helical-Soft	
2	
mm	
×	
68	
cm,	
were	
placed	
in	
this	
branch	
.	
In	
follow-up	
angiographic	
studies,	
the	
aneurysm	
was	
not	
contrasted;	
the	
arteries	
contrasting	
the	
left	
temporal	
lobe	
were	
retrogradely	
contrasted	
through	
cortical	
collaterals	
from	
the	
vertebrobasilar	
system	
and	
parietal	
left	
MCA	
branches	
.	
Postoperative	
follow-up	
MoCA	
showed	
that	
the	
outcome	
did	
not	
deteriorate	
(Fig	
.	
7)	
.	
No	
data	
were	
found	
conﬁrming	
the	
functioning	
saccular	
aneurysm	
during	
follow-up	
selective	
cerebral	
angiography	
3	
months	
after	
X-ray	
endovascular	
occlusion	
.	
Blood	
ﬂow	
to	
all	
MCA	
branches	
was	
restored	
retrogradely	
through	
available	
cortical	
collaterals,	
except	
for	
embolised	
M2	
with	
the	
aneurysm	
(Fig	
.	
8)	
.	
After	
follow-up	
angiography,	
plastic	
surgery	
was	
performed	
for	
extensive	
defect	
of	
left	
temporal	
and	
frontal	
bones	
by	
using	
a	
custom	
titanium	
plate	
based	
on	
stereolithographic	
3D	
model	
.	
The	
patient	
was	
discharged	
postoperatively	
for	
further	
out-patient	
treatment	
under	
the	
neuropathologist's	
supervision	
.	
A	
51-year-old	
male	
presented	
to	
the	
emergency	
department	
4	
h	
after	
falling	
oﬀ	
a	
pushbike	
onto	
his	
right	
side	
at	
20	
km/h	
.	
He	
presented	
to	
hospital	
after	
initially	
returning	
home	
for	
a	
brief	
period,	
where	
he	
reported	
symptoms	
of	
dizziness	
and	
nausea	
and	
noticed	
increased	
swelling	
to	
of	
right	
side	
of	
his	
abdomen	
.	
Primary	
assessment	
was	
signiﬁcant	
for	
blood	
pressure	
of	
75/48	
mmHg	
(heart	
rate	
86	
bpm),	
which	
improved	
to	
105/67	
with	
1	
L	
intravenous	
0	
.9%	
saline	
.	
Focused	
abdominal	
ultrasound	
showed	
free	
ﬂuid	
in	
right	
upper	
quadrant	
.	
Secondary	
survey	
identiﬁed	
right	
chest	
wall	
tenderness,	
right	
upper	
quadrant	
tenderness	
and	
distension,	
and	
grazes	
on	
the	
abdomen	
.	
He	
proceeded	
to	
contrast	
enhanced	
computer	
tomography	
(CT)	
that	
demonstrated	
haemoperitoneum,	
grade	
II	
splenic	
laceration	
[2],	
right	
sixth	
to	
eighth	
rib	
fractures,	
and	
right	
transverse	
process	
fracture	
of	
the	
ﬁrst	
lumbar	
vertebra	
(Fig	
.	
1)	
.	
The	
patient	
underwent	
an	
emergency	
trauma	
laparotomy,	
that	
revealed	
one	
litre	
haemoperitoneum,	
perforated	
gallbladder	
with	
free	
gallbladder	
calculi,	
grade	
I	
duodenal	
haematoma	
and	
a	
grade	
II	
splenic	
laceration	
.	
The	
bleeding	
was	
from	
the	
gallbladder	
mucosa	
and	
peritoneal	
covering;	
the	
duodenal	
and	
splenic	
injuries	
were	
not	
bleeding	
.	
His	
gallbladder	
was	
resected	
(Fig	
.	
2),	
and	
calculi	
retrieved	
.	
His	
gallbladder	
appeared	
ﬁbrosed,	
as	
conﬁrmed	
on	
histopathology	
that	
showed	
ﬁbrosis	
.	
The	
duodenum	
and	
spleen	
were	
managed	
conservatively	
.	
He	
had	
an	
uncomplicated	
recovery	
post-operatively,	
with	
conservative	
management	
of	
the	
rib	
and	
vertebral	
fractures,	
and	
was	
discharged	
home	
seven	
days	
later	
.	
A	
20-year-old	
male	
came	
to	
emergency	
room	
of	
our	
hospital	
with	
a	
history	
of	
an	
accidental	
multiorgan	
electrocution	
injury	
while	
passing	
across	
the	
road	
.	
According	
to	
the	
statements	
of	
eyewitness,	
accidentally	
he	
was	
contacted	
with	
a	
blasted	
high-voltage	
electrical	
transformer	
while	
he	
was	
passing	
across	
the	
road,	
lost	
his	
consciousness,	
felt	
on	
ground	
and	
immediately,	
immediately	
admitted	
in	
hospital	
.	
After	
shifting	
to	
ICU,	
his	
consciousness	
returned	
to	
normal	
level,	
pulse	
rate	
was	
88	
beats/min,	
blood	
pressure	
was	
90/60	
mmHg,	
temperature	
was	
99	
°F,	
Glasgow	
coma	
scale	
(GCS)	
score	
was	
E3	
V5	
M6	
and	
SpO2	
was	
94%	
with	
2	
L	
of	
supplemental	
oxygen	
.	
There	
was	
no	
sign	
of	
burn	
.	
Entry	
and	
exit	
point	
of	
electrocution	
in	
the	
body	
was	
absent	
.	
He	
complained	
his	
neck	
pain	
and	
his	
neck	
movement	
was	
restricted	
in	
all	
directions	
.	
No	
focal	
neurological	
deﬁcit	
was	
found	
.	
Computed	
tomography	
(CT)	
scan	
of	
cervical	
vertebrae	
revealed	
two	
fractures	
(one	
fracture	
in	
the	
anterior	
arch	
and	
another	
fracture	
in	
the	
posterior	
arch)	
in	
the	
arches	
of	
atlas	
also	
called,	
ﬁrst	
cervical	
vertebrae	
(C1)	
(Fig	
.	
1)	
.	
CT	
scan	
of	
brain	
showed	
right	
cerebellar	
hemorrhage	
(Fig	
.	
2)	
.	
Immobilization	
of	
neck	
was	
done	
with	
Philadelphia	
collar	
.	
CT	
scan	
of	
chest	
revealed	
focal	
consolidation	
with	
pulmonary	
inﬁltrates	
in	
both	
lungs	
(Fig	
.	
3)	
.	
His	
troponin	
I	
was	
1	
0.12	
ng/mL	
and	
echo	
cardiogram	
showed	
no	
regional	
wall	
motion	
abnormality	
and	
ejection	
fraction	
was	
55%	
.	
After	
three	
days	
of	
treatment	
in	
ICU,	
his	
physical	
conditions	
improved	
and	
discharged	
to	
home	
with	
Philadelphia	
collar,	
and	
after	
6	
weeks,	
his	
fractures	
in	
C1	
were	
completely	
healed	
.	
A	
17-year-old	
female	
with	
history	
of	
a	
motorcycle	
accident	
was	
referred	
to	
our	
hospital	
after	
diagnosing	
with	
right	
knee	
dislocation	
and	
reduction	
at	
a	
regional	
trauma	
center	
.	
Physical	
examination	
revealed	
swelling	
and	
tenderness	
of	
the	
right	
middle	
tibia	
and	
right	
knee	
.	
Gross	
deformity	
of	
the	
right	
calf	
was	
identiﬁed	
.	
The	
tibial	
and	
knee	
injuries	
were	
closed	
and	
there	
was	
no	
vascular	
deﬁcit	
of	
the	
extremity	
shown	
by	
computed	
tomographic	
angiography	
(CTA)	
.	
Anterior	
drawer,	
posterior	
drawer,	
ﬂoating	
patella,	
medial	
stress	
and	
Lachman	
test	
were	
positive	
.	
Plain	
radiograph	
and	
computed	
tomography	
(CT)	
scanning	
of	
the	
right	
knee	
revealed	
Hoﬀa	
fracture	
of	
the	
medial	
femoral	
condyle	
and	
multiple	
site	
fractures	
including	
tibial	
midshaft,	
tibial	
plateau,	
proximal	
ﬁbula	
and	
inferior	
pole	
patella	
(Fig	
.	
1)	
.	
Magnetic	
resonance	
imaging	
(MRI)	
further	
conﬁrmed	
multiple	
ligament	
avulsion	
injuries	
of	
the	
ACL,	
PCL	
and	
MCL	
.	
The	
surgery	
was	
scheduled	
5	
days	
after	
admission	
.	
The	
reduction	
and	
ﬁxation	
of	
the	
midshaft	
tibial	
fracture	
was	
achieved	
by	
minimally	
invasive	
plate	
osteosynthesis	
(MIPO)	
technique	
.	
The	
displaced	
tibial	
plateau	
fragment	
which	
includes	
the	
entire	
ACL	
attachment	
was	
found	
incarcerated	
in	
the	
medial	
Hoﬀa	
fracture	
.	
The	
fragment	
was	
then	
reduced	
and	
ﬁxed	
with	
two	
1	
.2-mm	
Kirschner	
pins	
paralleling	
the	
articular	
surface	
and	
a	
4	
.0-mm	
cannulated	
lag	
screw	
.	
A	
PCL	
tibial	
drill	
guide	
(Smith	
&	
Nephew	
Endoscopy,	
Andover,	
MA)	
was	
used	
to	
establish	
two	
bone	
tunnels	
with	
2	
.0-mm	
Kirschner	
pins	
to	
the	
medial	
and	
lateral	
border	
of	
the	
PCL	
tibial	
avulsion	
site	
.	
Two	
MB66	
sutures	
(Ethicon,	
Somerville,	
NJ)	
were	
shuttled	
through	
the	
tibial	
tunnels	
by	
No	
.	
2	
polydioxanone	
(PDS)	
(Ethicon)	
guide	
sutures	
in	
a	
crossover	
conﬁguration	
.	
The	
PCL	
avulsed	
fragment	
was	
reduced	
by	
pulling	
tightly	
each	
end	
of	
the	
MB66	
sutures	
and	
tied	
over	
the	
anteromedial	
cortex	
of	
the	
tibia	
with	
the	
knee	
at	
90°	
of	
ﬂexion	
.	
Next,	
two	
Kirschner	
wires	
were	
used	
to	
provisionally	
stabilize	
the	
Hoﬀa	
fracture,	
followed	
by	
two	
6	
.5-mm	
cannulated	
lag	
screws	
placed	
from	
anterior	
to	
posterior	
for	
ﬁxation	
.	
The	
MCL	
femoral	
avulsion	
fracture	
was	
subsequently	
reduced	
and	
ﬁxed	
with	
a	
4	
.0-mm	
cannulated	
screw	
padded	
with	
washer	
(Fig	
.	
2)	
.	
The	
knee	
joint	
was	
examined	
to	
be	
stable	
intraoperatively	
.	
The	
patient	
was	
immobilized	
in	
full-extension	
using	
a	
knee	
brace	
with	
cotton	
pad	
protecting	
the	
PCL	
.	
Quadriceps	
strengthening,	
isometric	
exercises,	
controlled	
knee	
range	
of	
motion	
and	
straight-leg	
raises	
were	
started	
postoperatively	
.	
The	
patient	
was	
allowed	
partial	
weight-bearing	
using	
axillary	
crutches	
at	
week	
4	
.	
At	
6	
months	
follow-up,	
the	
patient	
had	
no	
pain	
in	
her	
right	
knee	
.	
Plain	
radiograph	
revealed	
union	
of	
all	
the	
fractures	
.	
However,	
the	
ﬂexion	
of	
the	
knee	
was	
limited	
to	
45°	
.	
Arthroscopic	
adhesiolysis	
was	
subsequently	
performed	
and	
the	
internal	
ﬁxation	
of	
the	
knee	
fractures	
was	
removed	
(Fig	
.	
3)	
.	
The	
patient	
was	
immediately	
allowed	
active	
and	
passive	
knee	
movement	
after	
surgery	
.	
Tibial	
fracture	
ﬁxation	
was	
removed	
1	
year	
after	
the	
index	
surgery	
(Fig	
.	
4)	
.	
